Phase,River,Date,Julian Day,ID,Discharge,Temp,pH,Cond,Alk,A254,A375,A412,A420,A440,H2O-2H,H2O-18O,DOC,DOC-13C,DOC-14C,DOC-fm,TDN,NO3,NH4,TDP,PO4,SiO2,Na,K,Mg,Ca,As,Ba,Cl,SO4,Li,Rb,Sr,U,F,UTHg,UMeHg,TSS,POC,POC-13C,POC-14C,POC-fm,PON,PON-15N,Sample depth 1,TSS (1),POC (1),POC-13C (1),PON (1),PON-15N (1),Sample depth 2,TSS (2),POC (2),POC-13C (2),PON (2),PON-15N (2)
Arctic-GRO III,Yukon,10/22/19,295,Kit 45,7561,1.6,,,73.2,0.246,0.036,0.018,0.015,0.01,-132,-17.5,7.6,,,,0.33,128,6,9,4,9.1,3.39,0.84,9.42,30.7,0.4,36,0.5,13.9,2.68,0.79,143,0.68,65.9,,,21.7,0.66,-28.6,-354.5,0.651,62,1.2,,,,,,,,,,,,
Arctic-GRO IV,Yukon,11/11/20,316,Kit 50,4870,1.4,,,108.2,0.124,0.014,0.006,0.005,0.002,-143,-18.6,4.5,,,,0.35,144,103,,4,9,3.87,1.14,12.4,41.7,0.73,59,0.8,15.3,3.07,1.28,192,1.09,77.9,,,174.9,6.06,-26.9,-436.9,0.568,521,-1.5,,,,,,,,,,,,
Arctic-GRO IV,Yukon,12/10/20,345,Kit 51,3993,0,,,131.9,0.108,0.011,0.005,0.003,0.001,-149,-19.1,3.9,,,,0.41,189,103,,4,10.2,4.29,1.27,14.4,50.5,0.4,76,0.7,17.7,3.49,1.47,229,1.11,84.5,,,8,1.05,-29.4,-281.2,0.725,54,-0.4,,,,,,,,,,,,
Arctic-GRO IV,Yukon,1/19/21,19,Kit 52,2860,-0.1,,,127.6,0.063,0.004,0.001,0,-0.001,-154,-19.8,2.8,,,,0.36,200,50,,4,10.2,,,,,,,0.6,16.4,,,,,83.6,,,10.2,0.44,-30.2,-341.4,0.664,27,5.8,,,,,,,,,,,,
Arctic-GRO IV,Yukon,4/8/21,98,Kit 53,1447,-0.1,,,148.8,0.055,0.004,0.001,0.001,0,-156,-19.8,2.6,,,,0.37,230,64,,4,11.3,4.08,1.52,13.2,53.8,0.28,83,0.7,13.5,3.3,1.35,231,1.07,84.5,,,5.1,0.65,-34.5,-335.2,0.671,52,-0.9,,,,,,,,,,,,
Arctic-GRO IV,Yukon,5/6/21,126,Kit 54,3964,8.6,,,65.9,0.143,0.025,0.014,0.013,0.009,-135,-17.4,3.8,,,,0.37,188,96,,5,7.4,2.49,1.13,5.82,23.6,0.7,43,0.9,5.4,1.61,1.25,105,0.4,50.4,,,40.6,1.08,-28.1,-317.1,0.689,100,5.5,,,,,,,,,,,,
Arctic-GRO IV,Yukon,7/14/21,195,Kit 55,13054,15.7,,,73.6,0.133,0.017,0.008,0.007,0.004,-157,-20.3,4,,,,0.22,88,3,,4,6.8,2.87,1.27,9.27,31.6,0.68,45,0.5,14.5,2.83,1.2,144,0.87,86.4,,,318,2.73,-26.3,-475.4,0.529,139,8.2,20,264.6,2.84,-26.1,241,2.8,13,302.3,3.33,-26.1,277,2.1
Arctic-GRO IV,Yukon,9/1/21,244,Kit 56,12629,11,,,80.2,0.179,0.025,0.012,0.01,0.007,-150,-19.3,5.2,,,,0.27,121,2,,4,7.1,3.27,1.43,10.2,34.5,0.67,47,0.5,17.4,3.13,1.44,157,0.99,85.5,,,292.5,2.22,-25.9,-491,0.513,156,4.3,19,340.6,3.31,-25.8,369,5,10,339.7,3.4,-25,274,3
Arctic-GRO IV,Yukon,9/27/21,270,Kit 57,11695,6,,,73.9,0.217,0.033,0.017,0.015,0.01,-144,-18.6,5.9,,,,0.26,119,5,,5,7.5,3.28,0.95,11.3,33.8,0.65,43,0.6,18.9,2.98,0.91,160,0.92,83.6,,,96,1.91,-26.9,-424.2,0.581,106,4.5,16,94.1,1.29,-27.2,113,2.7,8,98.7,1.51,-27,115,2.3
Arctic-GRO IV,Yukon,3/7/22,66,Kit 47,1549,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Yukon,5/2/22,122,Kit 48,1566,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.1,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Yukon,6/6/22,157,Kit 49,18944,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.8,,,,,,,,20.8,,,,,,704.6,,,,
Arctic-GRO IV,Yukon,8/3/22,215,Kit 53*,13620,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.7,,,,,,,,396.6,,,,,,386.9,,,,
Arctic-GRO IV,Yukon,10/16/22,289,Kit 58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.6,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Yukon,3/14/23,73,Kit 59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Yukon,6/2/23,153,Kit 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,11.3,,,,,,402.8,,,,
PARTNERS,Mackenzie,6/24/03,175,,19300,15.5,7.7,,77.6,,,,,,-157,-19.7,5.5,-27.3,,,0.2,78,16,11.2,,3.2,6.1,0.83,8.1,31.7,0.36,50,5.7,11.1,3.87,0.6,168,0.63,,,,,,-26.6,,,,2.7,,,,,,,,,,,,
PARTNERS,Mackenzie,3/24/04,84,,3780,-0.2,7.5,,98.5,,,,,,-149,-18.4,3.6,-26.5,37,,0.27,162,0,11.2,,4.6,12.6,1.18,10.2,32.4,0.26,53,19.9,17.5,5.39,0.65,272,0.67,,,,17.6,0.57,-30.2,-441,0.563,49,2.8,,,,,,,,,,,,
PARTNERS,Mackenzie,6/17/04,169,,18300,14.5,7.9,,77.7,,,,,,-161,-19.9,5.1,-22.6,29,,0.2,56,0,10.3,,3.9,5.7,0.86,7.9,30.9,0.31,48,6.4,12.6,3.72,0.7,173,0.62,,,,195.9,3.43,-27.8,-560,0.443,354,3.2,,,,,,,,,,,,
PARTNERS,Mackenzie,6/22/04,174,,17400,15.8,8,,77.2,,,,,,-160,-19.9,4.6,-25.8,15,,0.19,63,8,10,,4,5.5,0.84,8,28.4,0.34,48,6,12.5,3.61,0.64,172,0.63,,,,204.8,2.53,-29.5,-581,0.422,238,1.5,,,,,,,,,,,,
PARTNERS,Mackenzie,7/13/04,195,,12500,16.7,8.2,,81.5,,,,,,-155,-19.2,3.7,-24.8,6,,0.17,74,44,9.3,,3.9,7.2,0.88,8.5,29.5,0.36,52,9,14.9,4.33,0.73,194,0.65,,,,117.1,3.07,-30.2,-553,0.45,324,3.4,,,,,,,,,,,,
PARTNERS,Mackenzie,8/4/04,217,,12400,15.4,8.4,,81.9,,,,,,-154,-19.1,3.3,-26.6,15,,0.14,63,0,8.1,,4.1,7.7,0.84,9.5,31.4,0.36,53,10.3,16.7,4.47,0.67,221,0.75,,,,61.5,1.73,-29.8,-646,0.356,183,4.2,,,,,,,,,,,,
PARTNERS,Mackenzie,8/25/04,238,,8730,15.7,8.4,,80.1,,,,,,-161,-20.5,3.3,-26.3,31,,0.14,38,0,10.6,,4,8.8,0.91,9.8,34.6,0.38,57,12.3,17.2,4.85,0.67,209,0.74,,,,69.5,0.07,-30.1,-483,0.521,14,2.7,,,,,,,,,,,,
PARTNERS,Mackenzie,9/8/04,252,,8770,10.4,7.9,,,,,,,,-158,-20.2,3.1,-26.5,20,,0.13,70,0,8.1,,3.9,9.1,0.91,9.9,32.5,0.23,57,12.9,17.6,4.72,0.56,230,0.75,,,,73.4,0.11,-30.8,-486,0.517,27,2.7,,,,,,,,,,,,
PARTNERS,Mackenzie,3/16/05,75,,3670,-0.2,7.7,,90.1,,,,,,-149,-18.2,4.2,-26.7,-66,,0.26,160,0,8.7,,4.5,12.3,1.18,10.5,38.5,0.25,53,18.9,17.1,5.45,0.6,233,0.62,,,,2.6,0.17,-31.1,,,22,6,,,,,,,,,,,,
PARTNERS,Mackenzie,6/14/05,165,,25200,14,8.1,,70.3,,,,,,-161,-20.2,5,-26.4,26,,0.19,122,0,9.6,,4.1,4.8,0.81,8.1,29.5,0.19,41,5.2,13.8,2.04,0.33,113,0.38,,,,312,,-26.3,-674,0.328,,5.1,,,,,,,,,,,,
PARTNERS,Mackenzie,6/29/05,180,,16900,14.7,8,,69.4,,,,,,-156,-19.4,4.5,-20.5,-47,,0.2,60,0,11.2,,4.2,5.9,0.86,8.3,31.2,0.31,45,6.4,14.8,3.85,0.58,158,0.55,,,,135,1.68,-25.5,-643,0.36,336,5.2,,,,,,,,,,,,
PARTNERS,Mackenzie,7/14/05,195,,16200,17.8,8.1,,60.3,,,,,,-156,-19.2,5,-26.2,11.5,,0.18,56,0,10.9,,3.8,7.1,0.93,9.3,35,0.34,54,8.1,17.9,4.44,0.67,177,0.59,,,,97.3,1.27,-22.1,-543,0.46,161,3.8,,,,,,,,,,,,
PARTNERS,Mackenzie,8/9/05,221,,13500,16.7,8.2,,61.3,,,,,,-154,-19,4.6,-26.8,30,,0.18,49,34,8.7,,3.9,7.3,0.98,9.8,33.3,0.29,55,8.7,17.5,4.56,0.57,194,0.57,,,,71.3,1.18,-27.9,-588,0.415,209,3.3,,,,,,,,,,,,
PARTNERS,Mackenzie,8/30/05,242,,12300,12.6,8.1,,84,,,,,,-151,-18.8,5.7,-22.7,-38,,0.17,50,18,7.8,,3.9,7.8,0.94,10.1,36.1,0.26,52,9.7,18.6,4.16,0.49,180,0.59,,,,44.5,0.92,-27.6,-541,0.462,153,2.8,,,,,,,,,,,,
PARTNERS,Mackenzie,9/13/05,256,,12200,11.2,8.2,,90.9,,,,,,-151,-19,4.6,-23.3,18,,0.17,52,0,10.9,,3.8,7.8,0.92,10.1,37.5,,,9.5,18.7,,,,,,,,50,0.14,-30.3,-536,0.467,31,2.9,,,,,,,,,,,,
PARTNERS,Mackenzie,8/15/06,227,,12700,,,,73.3,,,,,,-152,-18.8,4.6,,,,0.18,42,17,10.9,,4,8.3,0.9,10.1,36.5,,,10.6,18.6,,,,,,,,64.1,,-27.3,,,,1.2,,,,,,,,,,,,
PARTNERS,Mackenzie,3/27/07,86,,2960,,,,84.3,,,,,,-150,-18.5,5.6,,,,0.25,174,0,10.9,,4.4,12.7,1.11,10.1,34.1,,,22.1,17.7,,,,,,,,2.1,0.22,-33.7,,,27,4.1,,,,,,,,,,,,
Arctic-GRO I,Mackenzie,6/11/09,162,,24300,11.5,8.1,,79.8,0.191,0.032,0.017,0.015,0.011,-164,-20.9,4.3,-26.9,48.5,1.056,0.38,53,7,,3,3.5,5.43,0.92,7.72,31.4,0.31,50,3.2,9.7,,,173,0.68,35.5,,,411.4,2.63,-26.8,,,257,5.3,,,,,,,,,,,,
Arctic-GRO I,Mackenzie,6/30/09,181,,20900,14.1,7.9,,81.5,0.143,0.021,0.011,0.009,0.007,-158,-20.5,5.3,-27,-40.5,0.966,0.25,42,1,,2,3.7,6.01,0.85,8.55,33.8,0.32,52,4,11.1,,,184,0.69,82.3,,,209,3.14,-25.6,,,333,1.7,,,,,,,,,,,,
Arctic-GRO I,Mackenzie,7/2/09,183,,21100,14.4,7.9,,83.2,0.151,0.027,0.016,0.015,0.012,-154,-19.9,6.6,-27.1,24,1.031,0.3,44,4,,4,3.5,5.77,0.82,8.46,33.1,0.33,52,3.7,11.2,,,185,0.7,81.1,,,183.9,2.72,-27,,,302,2.3,,,,,,,,,,,,
Arctic-GRO I,Mackenzie,9/8/09,251,,13800,13.7,8.2,,91.6,0.137,0.028,0.02,0.018,0.015,-153,-19.3,5,-26.3,-103.9,0.903,0.23,44,7,,3,3.5,7.02,0.87,9.8,38.6,0.34,56,4.9,13.3,,,234,0.82,45,,,96.3,3.44,-24.3,,,327,3.7,,,,,,,,,,,,
Arctic-GRO I,Mackenzie,3/25/10,84,,4380,0.1,,,102.3,0.078,0.008,0.003,0.003,0.002,-146,-18.4,5.1,-25.2,-41.1,0.966,0.24,123,9,,3,3.8,12.59,1.13,10.54,42.1,0.36,57,11.1,13.3,,,274,0.76,50,,,63,1.26,-27.7,,,104,4,,,,,,,,,,,,
Arctic-GRO I,Mackenzie,6/15/10,166,,16500,13.9,8,,76.1,0.103,0.014,0.007,0.006,0.004,-147,-19.3,4.2,,,,0.23,33,5,,3,3.2,6.9,0.93,8.68,33.4,0.31,53,4.8,11.6,,,197,0.7,95.6,,,210.4,1,-27.1,,,189,1.2,,,,,,,,,,,,
Arctic-GRO I,Mackenzie,6/29/10,180,,13000,,,,88.3,0.117,0.015,0.007,0.007,0.004,-150,-19.3,5.1,-20.7,-42.9,0.964,0.28,28,7,,3,3.1,7.31,0.92,8.97,35.2,0.34,55,4.8,13.1,,,205,0.74,91.2,,,71.2,0.32,-28.2,,,167,2,,,,,,,,,,,,
Arctic-GRO I,Mackenzie,7/2/10,183,,13900,17.9,8.2,,89.2,0.103,0.014,0.008,0.007,0.006,-147,-19.1,4.5,-22.4,-53.5,0.953,0.3,22,5,,3,3.3,8.19,1.03,9.64,39.1,0.37,56,5.7,13,,,216,0.84,51.9,,,58.2,0.87,-28.7,,,79,3,,,,,,,,,,,,
Arctic-GRO I,Mackenzie,8/11/10,223,,11400,19.6,,,96.4,0.142,0.02,0.01,0.009,0.007,-150,-19.2,5.6,-28.3,-60.7,0.946,0.34,24,3,,3,3.7,8.23,0.89,10.25,40.3,0.41,57,6.4,13.7,,,243,0.82,64.6,,,84.4,1.31,-27.9,,,181,2.9,,,,,,,,,,,,
Arctic-GRO I,Mackenzie,3/10/11,69,,3620,0,,,109.8,0.08,0.018,0.014,0.014,0.013,-147,-18.6,4.2,-24.5,0,1.007,0.38,158,10,,7,3.9,12.3,1.03,10.85,33.3,0.31,39,,,5.66,0.6,247,0.72,,,,4.6,0.2,-28.4,,,21,3.5,,,,,,,,,,,,
Arctic-GRO I,Mackenzie,6/6/11,157,,21300,11.5,7.8,,81.1,0.214,0.048,0.033,0.031,0.026,-170,-21.2,8.1,,48.1,1.056,0.23,52,1,,10,3.3,5.54,0.97,8.67,33.9,0.31,51,4.8,6.2,3.97,0.59,177,0.63,66.5,,,315.6,4,-26.9,,,657,3.3,,,,,,,,,,,,
Arctic-GRO I,Mackenzie,6/14/11,165,,17700,9.3,,,80.2,0.145,0.044,0.034,0.032,0.03,-165,-20.8,5.8,,4.6,1.012,0.35,42,8,,10,3.1,5.81,0.9,8.72,34.3,0.32,50,4,6.8,4.04,0.56,184,0.69,68.4,,,195.3,4.5,-26,,,301,3.4,,,,,,,,,,,,
Arctic-GRO I,Mackenzie,6/28/11,179,,18000,17.8,7.9,,84.4,0.14,0.025,0.016,0.015,0.013,-163,-20.3,6.7,,,,0.33,52,0,,7,3.4,6.51,0.91,9.73,36.6,0.37,56,6.4,7.5,4.78,0.7,205,0.7,80.7,,,208.7,1.39,-27.5,,,157,2.3,,,,,,,,,,,,
Arctic-GRO I,Mackenzie,8/18/11,230,,14800,15.5,8.1,,97.7,0.12,0.028,0.021,0.02,0.018,-157,-19.6,5.2,,8,1.016,0.29,48,3,,5,3.6,7.91,0.85,10.81,41.8,0.44,56,3.9,13,5.39,0.63,248,0.82,89.3,,,72.8,1.62,-27.8,,,205,7.4,,,,,,,,,,,,
Arctic-GRO I,Mackenzie,2/6/12,37,,4250,0,7.7,,106.6,0.085,0.021,0.017,0.017,0.016,-153,-19.2,4.5,,12.4,1.02,0.23,124,2,,7,4.1,12.09,1.16,11.64,45.1,0.35,57,13,14.1,6.09,0.6,285,0.78,95,,,19.8,0.44,-28.8,,,39,3.8,,,,,,,,,,,,
Arctic-GRO II,Mackenzie,6/7/12,159,Kit 1,22400,13.3,,236,79.6,0.236,0.052,0.036,0.033,0.028,-169,-21.3,6.9,-28.3,53.2,1.061,0.36,50,16,11,7,3.1,5.86,0.96,8.33,32.4,0.34,52,5.1,10.5,3.94,0.65,187,0.5,,20.979,,338.2,4.3,-27.5,-752.8,0.249,373,1.8,,,,,,,,,,,,
Arctic-GRO II,Mackenzie,8/9/12,222,Kit 2,12300,19.3,,241,89.4,0.072,0.017,0.014,0.013,0.012,-165,-19.5,2.8,-24,-86.4,0.921,0.22,36,8,7.6,5,3.4,7.91,0.91,9.75,38.8,0.4,57,7.6,14.1,4.97,0.71,232,0.72,,6.696,,67.7,1.44,-28.4,-685.7,0.317,131,1.7,,,,,,,,,,,,
Arctic-GRO II,Mackenzie,10/3/12,277,Kit 3,11200,8.3,,255,94.1,0.101,0.021,0.016,0.015,0.014,-166,-19.3,3.7,-27.7,27.5,1.035,0.23,52,8,7.6,5,3.1,8.69,0.91,10.77,41,0.33,54,8.1,15.5,5.14,0.55,257,0.71,,4.139,,15.6,0.75,-28.8,-620,0.383,72,1.8,,,,,,,,,,,,
Arctic-GRO II,Mackenzie,11/30/12,335,Kit 4,3520,0,,347,101.9,0.095,0.019,0.015,0.015,0.014,-153,-18.7,4,-26.8,41.5,1.049,0.29,97,17,8,6,3.5,13.87,1.17,10.4,43.6,0.39,56,16,15.2,5.99,0.64,306,0.6,,1.7,,4,0.21,-28.7,-562.9,0.44,23,3.4,,,,,,,,,,,,
Arctic-GRO II,Mackenzie,1/26/13,26,Kit 5,4640,0,,322,100.5,0.079,0.015,0.011,0.011,0.01,-165,-19.1,3.4,-16.8,-31.7,0.976,0.3,123,10,6.7,6,3.8,10.56,1.06,9.79,40.9,0.34,53,12.1,14,5.38,0.54,273,0.68,,1.187,,4.2,0.19,-28.4,-605.4,0.398,18,4.5,,,,,,,,,,,,
Arctic-GRO II,Mackenzie,3/29/13,88,Kit 6,3900,0,,285,98.8,0.084,0.018,0.014,0.014,0.013,-162,-19,3.4,-26,15.8,1.023,0.28,131,8,8,5,4,11.86,1.09,9.92,41.2,0.33,55,13.8,13.7,5.62,0.61,279,0.64,,2.554,,3.4,0.28,-29,-631.5,0.371,21,3.3,,,,,,,,,,,,
Arctic-GRO II,Mackenzie,6/8/13,159,Kit 7,28800,11.1,,230,78.1,0.196,0.04,0.027,0.025,0.022,-169,-21.7,7.4,,,,0.26,52,10,9.4,6,2.7,5.18,0.98,7.91,32.3,0.37,53,4.6,10.4,3.86,0.69,174,0.57,,17.666,,461.4,4.89,-27.1,-615.4,0.388,472,2.4,,,,,,,,,,,,
Arctic-GRO II,Mackenzie,7/18/13,199,Kit 8,17500,15.8,,275,87.5,0.124,0.026,0.019,0.018,0.016,-159,-19.8,5.5,,,,0.21,73,8,12.3,2,3.3,7.13,0.9,9.19,37.1,0.4,56,6.8,13.5,4.74,0.69,202,0.68,,12.485,,177.1,3.79,-27.2,-639.9,0.363,297,1.6,6,208.2,3.85,-27.1,319,1.2,,,,,,
Arctic-GRO II,Mackenzie,9/1/13,244,Kit 9,13400,13,,304,94.6,0.099,0.026,0.021,0.02,0.019,-160,-19.7,4.6,,,,0.35,47,5,8.2,2,3.2,7.95,0.9,10.81,41.1,0.38,56,7.2,15.7,5.21,0.61,248,0.75,,5.521,,137.5,1.77,-27.2,-774.3,0.228,243,2.1,7,106.5,1.94,-27.7,207,1.5,,,,,,
Arctic-GRO II,Mackenzie,11/30/13,334,Kit 10,3030,-0.1,,339,105.8,0.104,0.025,0.021,0.02,0.019,-155,-18.9,4.9,,,,0.24,69,10,7.4,2,3.8,10.95,1.1,10.78,45.6,0.37,56,11.1,15.4,5.86,0.57,269,0.73,,0.995,,2.4,0.22,-28.9,-526.7,0.477,22,2.9,,,,,,,,,,,,
Arctic-GRO II,Mackenzie,2/1/14,32,Kit 11,4560,0,,335,105.9,0.084,0.021,0.018,0.017,0.016,-160,-18.9,4.1,,,,0.3,117,6,8.3,2,4.4,11.29,1.1,10.59,43.7,0.33,55,12,14.5,5.71,0.6,274,0.71,,2.2,,3.1,0.2,-28.1,-531.7,0.472,20,6,,,,,,,,,,,,
Arctic-GRO II,Mackenzie,4/16/14,106,Kit 12,3490,-0.1,,333,102.8,0.073,0.01,0.007,0.006,0.005,-153,-18.7,4.1,,,,0.33,120,4,11.6,2,3.8,13.31,1.19,10.65,44.8,0.38,59,14.7,14,6.18,0.69,296,0.7,,1.189,,15.9,0.31,-27.3,-648.5,0.354,34,5.2,,,,,,,,,,,,
Arctic-GRO II,Mackenzie,6/6/14,157,Kit 13,19300,12,,237,80.6,0.213,0.05,0.036,0.034,0.03,-162,-20.9,7,,,,0.3,47,7,15.3,2,3.8,5.75,0.92,7.73,32,0.35,49,5.2,10.3,3.83,0.61,174,0.52,,9.631,,271.1,3.91,-26.8,-623.9,0.379,365,2,8,228.4,3.79,-27.9,305,0.7,,,,,,
Arctic-GRO II,Mackenzie,8/9/14,221,Kit 14,12400,16.1,,297,95.2,0.104,0.023,0.011,0.01,0.008,-158,-19.9,4,,,,0.23,59,6,3.4,2,3.3,7.24,0.83,10.5,40.6,0.36,55,6.6,15.1,4.85,0.66,234,0.81,,5.909,,110.2,1.6,-28.1,-768.6,0.233,171,1.8,12,109.9,2.28,-27.8,194,0.7,,,,,,
Arctic-GRO II,Mackenzie,10/13/14,286,Kit 15,8720,2.1,,317,100.1,0.076,0.019,0.012,0.012,0.011,-155,-19.4,3.5,,,,0.18,58,9,2.8,1,3.1,9.57,0.94,10.6,42.4,0.31,53,10.4,16.1,5.1,0.52,260,0.93,,2.664,,15.4,0.8,-28.3,-598.8,0.404,68,0.7,4,20.1,0.54,-28.7,54,0.1,,,,,,
Arctic-GRO II,Mackenzie,12/24/14,358,Kit 16,3660,-0.1,,367,113.1,0.087,0.019,0.013,0.013,0.011,-156,-19.3,4.1,,,,0.24,109,8,2.6,1,4.3,13.7,1.18,11.6,48,0.27,59,15.6,16.2,6.04,0.71,326,0.97,,1.056,,30.5,0.5,-28.8,-595.7,0.407,43,2,,,,,,,,,,,,
Arctic-GRO II,Mackenzie,1/21/15,21,Kit 17,3470,-0.1,,344,112.1,0.081,0.017,0.011,0.011,0.01,-155,-19.3,3.6,,,,0.23,124,5,3.2,2,3.9,11.3,1.11,11.3,47.2,0.25,58,12.1,15.2,5.66,0.63,301,0.96,,2.248,,2.8,0.2,-29.3,-656.7,0.346,19,4.1,,,,,,,,,,,,
Arctic-GRO II,Mackenzie,3/26/15,85,Kit 18,3230,-0.1,,338,105.1,0.073,0.016,0.011,0.01,0.009,-154,-19.1,3.5,,,,0.23,132,9,4.3,1,3.9,12.7,1.12,10.6,44.1,0.28,57,14.5,14.1,5.7,0.64,290,0.88,,1.946,,2.7,0.2,-28.8,-637.1,0.366,17,4.8,,,,,,,,,,,,
Arctic-GRO II,Mackenzie,4/24/15,114,Kit 19,3660,-0.1,,338,104.4,0.079,0.016,0.01,0.01,0.009,-154,-18.9,3.6,,,,0.25,126,5,3,1,4,12.7,1.11,10.5,43.5,0.26,56,14.8,14.3,5.74,0.64,290,0.87,,3.163,,25,0.5,-30.1,-621,0.382,45,3.7,,,,,,,,,,,,
Arctic-GRO II,Mackenzie,7/11/15,192,Kit 20,12900,15.6,,297,89.9,0.104,0.023,0.012,0.011,0.01,-156,-19.7,3.9,,,,0.18,48,7,1.5,1,3,8.77,0.88,10.1,39.7,0.34,55,8.2,14.9,4.92,0.69,238,0.88,,8.98,,93.1,1.7,-28.1,-657.9,0.345,150,1.4,9,89.5,1.74,-27.9,209,1,4,96.3,1.65,-27.9,171,0.9
Arctic-GRO II,Mackenzie,9/13/15,256,Kit 21,13000,9.9,,320,100,0.144,0.032,0.015,0.013,0.011,-158,-19.9,5.2,,,,0.2,56,8,3.3,1,3.5,8.19,0.83,11.8,44.2,0.31,55,7.3,17.3,5.15,0.58,273,0.97,,8.46,,96.4,1.7,-27.9,-774.3,0.228,185,1.8,6,81.5,1.47,-28,166,0.5,3,85.3,0.94,-28.8,149,1.2
Arctic-GRO II,Mackenzie,11/17/15,321,Kit 22,5650,-0.1,,332,104.6,0.106,0.021,0.011,0.01,0.009,-155,-19.4,4.6,,,,0.23,68,8,2.6,1,4,10.1,0.98,11.2,44.4,0.29,52,10.1,15.3,5.22,0.54,275,0.94,,3.84,,6.8,0.8,-28.3,-549.3,0.454,92,0.3,,,,,,,,,,,,
Arctic-GRO II,Mackenzie,1/31/16,31,Kit 23,3830,-0.1,,352,110.8,0.052,0.012,0.009,0.008,0.008,-156,-19.3,2.3,,,,0.14,127,7,2.2,1,4.5,12,1.1,11.6,48.1,0.26,57,13.9,16.1,5.76,0.64,318,0.96,,0.97,,2.6,0.1,-29.6,-615.9,0.387,12,3.9,,,,,,,,,,,,
Arctic-GRO II,Mackenzie,4/23/16,114,Kit 24,3450,-0.1,,331,103.1,0.074,0.013,0.006,0.006,0.005,-153,-19,4,,,,0.24,130,8,4,1,4,12.8,1.09,10.6,44,0.26,54,15.1,14.7,5.71,0.65,306,0.87,,1.48,,5.9,0.3,-28,-581.4,0.422,25,4.1,,,,,,,,,,,,
Arctic-GRO II,Mackenzie,6/5/16,157,Kit 25,16300,11.2,,263,82.8,0.151,0.037,0.02,0.018,0.016,-144,-20.6,5.2,,,,0.22,52,5,2.5,2,3.3,7.29,0.84,8.99,32.8,0.34,51,7.1,12.6,3.97,0.55,196,0.76,,9.61,,186.7,1.6,-27.7,-761.1,0.241,203,1.9,8,102.8,1.49,-27.2,172,1.5,4,114.6,1.65,-27.2,196,0.7
Arctic-GRO II,Mackenzie,8/21/16,234,Kit 26,11900,17.4,,328,98.3,0.087,0.018,0.011,0.01,0.009,-140,-19.8,3.8,,,,0.17,45,5,5,2,2.7,8.15,0.9,11.6,40.5,0.43,58,7.9,18.3,5.36,0.71,271,1.04,,7.01,,80.2,1.2,-27.7,-554.9,0.449,132,1.2,8,58,1.24,-27.5,136,1.1,4,59.5,1.18,-27.6,131,1.1
Arctic-GRO II,Mackenzie,10/2/16,276,Kit 27,11400,7.6,,324,96.8,0.139,0.03,0.014,0.014,0.011,-131,-19.7,5.2,,,,0.21,45,5,3.5,2,2.7,8.21,0.91,11.3,40,0.36,53,7.7,18,5.41,0.57,250,0.96,,5.95,,48.7,1.1,-27.8,-565.6,0.438,95,0.9,7,43.1,0.99,-27.6,106,0.7,5,45.4,1.05,-27.6,93,0.3
Arctic-GRO II,Mackenzie,12/1/16,336,Kit 28,3990,-0.1,,331,98.2,0.097,0.019,0.01,0.009,0.008,-132,-18.9,4.3,,,,0.21,66,8,5.4,2,3.3,11.4,1.06,10.1,38.4,0.32,50,12.4,14.6,5.21,0.63,267,0.75,,2.66,,28,1.3,-27.7,-587.5,0.416,132,0.8,,,,,,,,,,,,
Arctic-GRO III,Mackenzie,2/22/17,53,Kit 30,3570,-2,,,104.6,0.077,0.008,0.004,0.003,0.002,-151,-18.2,4.2,,,,0.23,122,13,3.8,1,3.6,12.2,1.13,10.4,40.6,,55,13.7,14.7,5.51,0.62,285,0.74,,1.58,,0.8,0.28,-27.4,-588.1,0.415,22,6.3,,,,,,,,,,,,
Arctic-GRO III,Mackenzie,4/25/17,115,Kit 31,4430,-0.5,,,100.9,0.078,0.011,0.006,0.005,0.004,-150,-18,5,,,,0.21,120,0,2.3,1,3.1,12.8,1.16,9.93,38.9,,53,14.4,13.6,5.56,0.68,275,0.66,,2.11,,4.1,0.2,-27.4,-738,0.264,18,5.1,,,,,,,,,,,,
Arctic-GRO III,Mackenzie,6/29/17,180,Kit 32,17000,15,,,88,0.128,0.018,0.01,0.008,0.006,-156,-19.3,6.2,,,,0.19,58,3,1.9,1,3.7,6.13,0.91,9.59,35.5,,54,5.5,14.2,4.46,0.68,224,0.75,,8.88,,208,2.98,-26.9,-771.5,0.23,364,-0.3,13,233.8,3.56,-27.4,398,1.8,8,212.8,3.28,-26.9,333,0.1
