bas_id,riv_id,country,cont,code,time_m,time_d,time_y,lat,lon,type_spm,fra_spm,conc_spm,conc_poc,perc_poc,perc_poc_1sd,d13C_poc,d13C_1sd,D14C_poc,D14C_1sd,age_14C,F14C,perc_tn,cn_ratio,alsi_ratio,ref
Ganges,Ganges ,Bangladesh,Asia,BR 518 Ganges-Harding bridge,7,23,2005,24.04,89.04,PSD,Bulk,1530,8.1,0.53,0.03,-20.9,0.25,,,,,,,0.3,"Galy et al. (2007, 2008)"
Ganges,Ganges ,Bangladesh,Asia,BR 519 Ganges-Harding bridge,7,23,2005,24.04,89.04,PSD,Bulk,660,5.4,0.82,0.03,-20.8,0.25,,,,,,,0.39,"Galy et al. (2007, 2008)"
Ganges,Ganges ,Bangladesh,Asia,BR 522* Ganges-Harding Bridge,7,23,2005,24.03,89.04,SS,Bulk,,,0.7,0.03,-20,0.25,-226,3,1995.9,0.78,,,0.38,"Galy et al. (2007, 2008), Galy and Eglinton (2011)"
Ganges,Ganges ,Nepal,Asia,PB 55 Narayani-Narayanghat,11,7,2005,27.7,84.43,PSD,Bulk,9100,18.2,0.2,0.03,-24.3,0.25,,,,,,,0.2,Galy et al. (2008)
Ganges,Ganges ,Nepal,Asia,PB 57 Narayani-Narayanghat,11,7,2005,27.7,84.43,PSD,Bulk,4800,11.5,0.24,0.03,-24.3,0.25,,,,,,,0.22,Galy et al. (2008)
Ganges,Ganges ,Nepal,Asia,LO 742* Narayani-Narayanghat,8,8,2007,26.85,87.15,SS,Bulk,,,0.39,0.03,-23.9,0.25,-690,2,9408.1,0.31,,,,Galy and Eglinton (2011)
Ganges,Ganges ,Nepal,Asia,LO 757 Narayani-Narayanghat,8,8,2007,26.85,87.15,PSD,Bulk,,,0.28,0.03,-24.4,0.25,-515,14,5730.3,0.49,,,,Galy and Eglinton (2011)
Ganges,Ganges ,Nepal,Asia,LO 754 Narayani-Narayanghat,8,12,2007,26.85,87.15,PSD,Bulk,,,0.22,0.03,-23.9,0.25,-569,9,6779.6,0.43,,,,Galy and Eglinton (2011)
Ganges,Ganges ,Nepal,Asia,LO 755 Narayani-Narayanghat,8,12,2007,26.85,87.15,PSD,Bulk,,,0.3,0.03,-24,0.25,-523,9,5896,0.48,,,,Galy and Eglinton (2011)
Ganges,Ganges ,Nepal,Asia,LO 756 Narayani-Narayanghat,8,12,2007,26.85,87.15,PSD,Bulk,,,0.21,0.03,-24,0.25,-551,7,6414.4,0.45,,,,Galy and Eglinton (2011)
Ganges,Ganges ,Nepal,Asia,LO 748 Karnali-Kotillaghat,8,16,2007,28.64,81.28,PSD,Bulk,,,0.27,0.03,-25.9,0.25,-303,9,2865.2,0.7,,,,Galy and Eglinton (2011)
Ganges,Ganges ,Nepal,Asia,LO 749 Karnali-Kotillaghat,8,16,2007,28.64,81.28,PSD,Bulk,,,0.28,0.03,-26.5,0.25,-249,9,2204.6,0.76,,,,Galy and Eglinton (2011)
Ganges,Ganges ,Nepal,Asia,LO 750 Karnali-Kotillaghat,8,16,2007,28.64,81.28,PSD,Bulk,,,0.33,0.03,-25.8,0.25,-278,11,2528.1,0.73,,,,Galy and Eglinton (2011)
Ganges,Ganges ,Nepal,Asia,LO 762 Kosi-Chatara,8,16,2007,26.85,87.15,SS,Bulk,,,0.42,0.03,-25.5,0.25,-293,7,2751.2,0.71,,,,Galy and Eglinton (2011)
Ganges,Ganges ,Nepal,Asia,LO 765* Kosi-Chatara,8,16,2007,26.85,87.15,SS,Bulk,,,0.34,0.03,-26,0.25,-195,4,1692.7,0.81,,,,Galy and Eglinton (2011)
Ganges,Ganges ,Bangladesh,Asia,BR 711* Ganges-Harding Bridge,8,17,2007,24.04,89.04,SS,Bulk,,,0.55,0.02,,,-224,4,1995.9,0.78,,,,Galy and Eglinton (2011)
Ganges,Ganges ,Bangladesh,Asia,BR 713 Ganges-Harding Bridge,8,17,2007,24.04,89.04,PSD,Bulk,,,0.25,0.03,,,-207,3,1792.5,0.8,,,,Galy and Eglinton (2011)
Ganges,Ganges ,Bangladesh,Asia,BR 714 Ganges-Harding Bridge,8,17,2007,24.04,89.04,PSD,Bulk,,,0.23,0.03,,,-188,4,1594.2,0.82,,,,Galy and Eglinton (2011)
Ganges,Ganges ,Bangladesh,Asia,BR 715 Ganges-Harding Bridge,8,17,2007,24.04,89.04,PSD,Bulk,,,0.35,0.03,,,-233,10,2099.5,0.77,,,,Galy and Eglinton (2011)
Ganges,Ganges ,Bangladesh,Asia,BR 716 Ganges-Harding Bridge,8,17,2007,24.04,89.04,PSD,Bulk,,,0.59,0.03,,,-247,5,2204.6,0.76,,,,Galy and Eglinton (2011)
Ganges,Ganges ,Bangladesh,Asia,BR 718 C Ganges-Harding Bridge,8,17,2007,24.04,89.04,SS,Bulk,,,0.11,0.02,,,-391,5,3970.7,0.61,,,,Galy and Eglinton (2011)
Ganges,Ganges ,Bangladesh,Asia,BGP 7-Ganga,8,,1996,,,PSD,Bulk,1128,7.1,0.63,0.06,-21.7,0.1,,,,,0.05,11.9,0.18,Aucour et al. (2006)
Ganges,Ganges ,Nepal,Asia,MO 301 Trisuli-Benighat,,,,,,SS,Bulk,,,0.31,0.03,-24.7,0.25,,,,,,,0.29,Galy et al. (2008)
Ganges,Ganges ,Bangladesh,Asia,MO 305 Seti ,,,,,,SS,Bulk,,,0.2,0.03,-22.4,0.25,,,,,,,0.28,Galy et al. (2008)
Ganges,Ganges ,Nepal,Asia,MO 331 Narayani-Narayanghat,,,,,,SS,Bulk,,,0.22,0.03,-24.4,0.25,,,,,,,0.23,Galy et al. (2008)
Ganges,Ganges ,Bangladesh,Asia,Harding Bridge,,,2007,24.05,89.03,SS,Bulk,,,,,-21.7,,-224,,1981,0.781,,,,Eglinton et al. (2021)
Ganges,Ganges ,Bangladesh,Asia,Padma-Mawa,,,2007,23.46,90.25,SS,Bulk,,,,,-22.9,,-340.7,,3291,0.664,,,,Eglinton et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,6,17,2010,27.9,84.49,SS,Bulk,820.9,6.9,0.84,0.01,-24.2,0.17,-188.6,6.9,3711.5,0.817,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,6,28,2010,28.05,84.08,SS,Bulk,4302.2,26.2,0.61,0.01,-24.4,0.17,-198.4,7.4,3712.5,0.807,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,7,2,2010,27.69,84.4,SS,Bulk,3758.3,14.8,0.4,0.01,-23.9,0.17,-327.8,14.5,3713.5,0.677,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,7,7,2010,27.7,84.42,SS,Bulk,2289.9,6.6,0.29,0.01,-24.7,0.17,-421.8,21.7,3714.5,0.582,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,7,13,2010,27.7,84.42,SS,Bulk,1939.2,5,0.26,0.01,-24.4,0.17,-570,39.5,3715.5,0.433,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,7,19,2010,27.7,84.42,SS,Bulk,3624.9,9.3,0.26,0.01,-25.1,0.17,-654.3,56.4,3716.5,0.348,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,7,31,2010,27.7,84.42,SS,Bulk,8038.3,15.9,0.2,0.01,-24.7,0.17,-552.5,36.8,3717.5,0.451,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,8,4,2010,27.7,84.42,SS,Bulk,2026.3,1.8,0.09,0.01,-26.2,0.17,-663.7,58.8,3718.5,0.339,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,8,8,2010,27.7,84.42,SS,Bulk,1376.7,5.2,0.37,0.01,-25.3,0.17,-488.4,28.4,3719.5,0.515,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,8,12,2010,27.7,84.42,SS,Bulk,1928,4.2,0.22,0.01,-25.1,0.17,-569.6,39.4,3720.5,0.434,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,8,16,2010,27.7,84.42,SS,Bulk,3066.4,9.9,0.32,0.01,-25.1,0.17,-453.6,24.7,3721.5,0.55,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,8,20,2010,27.7,84.42,SS,Bulk,3615.4,12,0.33,0.01,-24.5,0.17,-500.8,29.9,3722.5,0.503,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,8,24,2010,27.7,84.42,SS,Bulk,4090,11.7,0.29,0.01,-24.9,0.17,-598,44.3,3723.5,0.405,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,8,28,2010,27.7,84.42,SS,Bulk,3600.7,7.4,0.21,0.01,-25,0.17,-566.1,38.9,3724.5,0.437,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,9,1,2010,27.7,84.42,SS,Bulk,2126.6,5.2,0.24,0.01,-24.3,0.17,-695.9,68.2,3725.5,0.306,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,9,5,2010,27.7,84.42,SS,Bulk,1661.1,5.4,0.33,0.01,-25.2,0.17,-713.7,74.2,3726.5,0.288,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,9,8,2010,27.7,84.42,SS,Bulk,2417.6,7.8,0.32,0.01,-24.9,0.17,-384.6,18.6,3727.5,0.62,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,9,13,2010,27.7,84.42,SS,Bulk,3721.5,9,0.24,0.01,-25.7,0.17,-441.8,23.6,3728.5,0.562,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,9,18,2010,27.7,84.42,SS,Bulk,1553.6,4.1,0.27,0.01,-25.2,0.17,-372.6,17.7,3729.5,0.632,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,9,23,2010,27.7,84.42,SS,Bulk,554,1.3,0.24,0.01,-24.8,0.17,-596,43.9,3730.5,0.407,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,6,2,2015,27.73,84.43,SS,Bulk,260.7,1.6,0.63,0.01,-24.8,0.17,-669.6,60.3,3731.5,0.333,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,6,4,2015,27.73,84.43,SS,Bulk,598.4,4.3,0.72,0.01,-23.6,0.17,-439.4,23.3,3732.5,0.565,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,6,6,2015,27.73,84.43,SS,Bulk,343.3,1.8,0.52,0.01,-24.4,0.17,-616,47.8,3733.5,0.387,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,6,8,2015,27.73,84.43,SS,Bulk,573.6,1.3,0.22,0.01,-23.7,0.17,-516.8,31.8,3734.5,0.487,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,6,12,2015,27.73,84.43,SS,Bulk,1720.2,7.7,0.45,0.01,-24.3,0.17,-460.9,25.4,3735.5,0.543,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,6,13,2015,27.73,84.43,SS,Bulk,2656.9,26.3,0.99,0.01,-25,0.17,-125.7,4.3,3736.5,0.881,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,6,16,2015,27.73,84.43,SS,Bulk,412.4,3,0.73,0.01,-25.6,0.17,-369,17.4,3737.5,0.636,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,6,19,2015,27.73,84.43,SS,Bulk,2162.3,8.9,0.41,0.01,-25.5,0.17,-260.8,10.5,3738.5,0.745,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,6,22,2015,27.73,84.43,SS,Bulk,2293.1,8,0.35,0.01,-25.7,0.17,-328.3,14.5,3739.5,0.677,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,6,24,2015,27.73,84.43,SS,Bulk,2427.6,13.7,0.57,0.01,-25.1,0.17,-215.3,8.2,3740.5,0.791,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,6,26,2015,27.73,84.43,SS,Bulk,1544,5.7,0.37,0.01,-24.9,0.17,-440.4,23.4,3741.5,0.564,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,6,28,2015,27.73,84.43,SS,Bulk,2416.3,6.5,0.27,0.01,-24.7,0.17,-380.9,18.3,3742.5,0.624,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,6,29,2015,27.73,84.43,SS,Bulk,16193.5,69.6,0.43,0.01,-24.1,0.17,-321.9,14.1,3743.5,0.684,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,6,30,2015,27.73,84.43,SS,Bulk,7279.2,10.9,0.15,0.01,-24,0.17,-517.8,32,3744.5,0.486,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,7,1,2015,27.73,84.43,SS,Bulk,3759.7,17.7,0.47,0.01,-24.2,0.17,-711.3,73.3,3745.5,0.291,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,7,4,2015,27.73,84.43,SS,Bulk,4905.1,6.9,0.14,0.01,-23.8,0.17,-574.4,40.2,3746.5,0.429,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,7,8,2015,27.73,84.43,SS,Bulk,2125,5.9,0.28,0.01,-25.5,0.17,-443.4,23.7,3747.5,0.561,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,7,13,2015,27.73,84.43,SS,Bulk,1893.5,4.2,0.22,0.01,-24.3,0.17,-636.9,52.2,3748.5,0.366,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,7,15,2015,27.73,84.43,SS,Bulk,1219.4,3,0.25,0.01,-24.6,0.17,-665.6,59.3,3749.5,0.337,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,7,17,2015,27.73,84.43,SS,Bulk,3359,18.5,0.55,0.01,-26.2,0.17,-285.6,11.9,3750.5,0.72,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,7,21,2015,27.73,84.43,SS,Bulk,1178.2,3.7,0.31,0.01,-25.9,0.17,-412.6,20.9,3751.5,0.592,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,7,24,2015,27.73,84.43,SS,Bulk,1293.9,7.6,0.59,0.01,-24.5,0.17,-227.1,8.7,3752.5,0.779,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,7,26,2015,27.73,84.43,SS,Bulk,1736.2,8.7,0.5,0.01,-24.5,0.17,-226.1,8.7,3753.5,0.78,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,7,29,2015,27.73,84.43,SS,Bulk,1098.7,4.4,0.4,0.01,-26.2,0.17,-321.4,14.1,3754.5,0.684,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,8,2,2015,27.73,84.43,SS,Bulk,2131,5.5,0.26,0.01,-25.3,0.17,-469.2,26.3,3755.5,0.535,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,8,5,2015,27.73,84.43,SS,Bulk,891,5.9,0.66,0.01,-25.6,0.17,-332.3,14.8,3756.5,0.673,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,8,10,2015,27.73,84.43,SS,Bulk,991.5,3.9,0.39,0.01,-24.5,0.17,-732.5,81.5,3757.5,0.27,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,8,12,2015,27.73,84.43,SS,Bulk,1830.5,8.4,0.46,0.01,-25.6,0.17,-280.7,11.6,3758.5,0.725,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,8,22,2015,27.73,84.43,SS,Bulk,2957.5,6.8,0.23,0.01,-24.6,0.17,-464.2,25.8,3759.5,0.54,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,8,24,2015,27.73,84.43,SS,Bulk,1906.5,4.2,0.22,0.01,-25,0.17,-396.8,19.6,3760.5,0.608,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,8,26,2015,27.73,84.43,SS,Bulk,1247.2,3.4,0.27,0.01,-26.1,0.17,-403.7,20.2,3761.5,0.601,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,8,28,2015,27.73,84.43,SS,Bulk,973.4,2.6,0.27,0.01,-25.4,0.17,-420.6,21.6,3762.5,0.584,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,8,30,2015,27.73,84.43,SS,Bulk,1171.1,3.7,0.32,0.01,-25.7,0.17,-422.6,21.8,3763.5,0.582,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,9,3,2015,27.73,84.43,SS,Bulk,1393,4.9,0.35,0.01,-26.2,0.17,-307.5,13.2,3764.5,0.698,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,9,6,2015,27.73,84.43,SS,Bulk,973.5,3,0.31,0.01,-25.8,0.17,-408.7,20.6,3765.5,0.596,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,9,9,2015,27.73,84.43,SS,Bulk,413.5,1.7,0.4,0.01,-25.5,0.17,-532.7,33.9,3766.5,0.471,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,9,18,2015,27.73,84.43,SS,Bulk,352,1.2,0.35,0.01,-26.4,0.17,-482.1,27.7,3767.5,0.522,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,9,20,2015,27.73,84.43,SS,Bulk,929.7,2.4,0.26,0.01,-25.5,0.17,-474.2,26.8,3768.5,0.53,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,9,22,2015,27.73,84.43,SS,Bulk,1550.5,4.7,0.3,0.01,-26.2,0.17,-338.2,15.2,3769.5,0.667,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,9,25,2015,27.73,84.43,SS,Bulk,894.8,3.8,0.43,0.01,-26.8,0.17,-324.3,14.3,3770.5,0.681,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,9,28,2015,27.73,84.43,SS,Bulk,660.5,1.7,0.26,0.01,-25.4,0.17,-550.5,36.5,3771.5,0.453,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,6,19,2016,27.73,84.43,SS,Bulk,2465,9.6,0.39,0.01,-24.9,0.17,-277.9,11.5,3772.5,0.728,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,6,21,2016,27.73,84.43,SS,Bulk,2640,10.8,0.41,0.01,-24.7,0.17,-281.8,11.7,3773.5,0.724,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,6,23,2016,27.73,84.43,SS,Bulk,3000,8.1,0.27,0.01,-24.3,0.17,-411.2,20.8,3774.5,0.594,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,6,25,2016,27.73,84.43,SS,Bulk,2295,7.1,0.31,0.01,-25,0.17,-372.4,17.7,3775.5,0.633,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,6,27,2016,27.73,84.43,SS,Bulk,3220,8.4,0.26,0.01,-26.1,0.17,-329.5,14.6,3776.5,0.676,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,7,1,2016,27.73,84.43,SS,Bulk,5330,17.1,0.32,0.01,-24.8,0.17,-382.1,18.4,3777.5,0.623,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,7,3,2016,27.73,84.43,SS,Bulk,3415,7.2,0.21,0.01,-24.7,0.17,-465.2,25.9,3778.5,0.539,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,7,5,2016,27.73,84.43,SS,Bulk,7015,26,0.37,0.01,-25.8,0.17,-204.1,7.6,3779.5,0.802,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,7,7,2016,27.73,84.43,SS,Bulk,6195,13,0.21,0.01,-24,0.17,-495.5,29.2,3780.5,0.509,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,7,9,2016,27.73,84.43,SS,Bulk,7885,21.3,0.27,0.01,-25.5,0.17,-370.8,17.5,3781.5,0.634,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,7,13,2016,27.73,84.43,SS,Bulk,5280,11.1,0.21,0.01,-24.5,0.17,-464.4,25.8,3782.5,0.54,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,7,15,2016,27.73,84.43,SS,Bulk,8050,15.3,0.19,0.01,-23.4,0.17,-706.6,71.7,3783.5,0.296,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,7,17,2016,27.73,84.43,SS,Bulk,12160,23.1,0.19,0.01,-25.2,0.17,-412.2,20.9,3784.5,0.593,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,7,19,2016,27.73,84.43,SS,Bulk,9040,11.8,0.13,0.01,-25.1,0.17,-647.1,54.6,3785.5,0.356,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,7,21,2016,27.73,84.43,SS,Bulk,7335,9.5,0.13,0.01,-24.8,0.17,-556.3,37.3,3786.5,0.447,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,7,23,2016,27.73,84.43,SS,Bulk,6085,8.5,0.14,0.01,-24.4,0.17,-562.3,38.2,3787.5,0.441,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,7,25,2016,27.73,84.43,SS,Bulk,6145,9.2,0.15,0.01,-26,0.17,-467.6,26.1,3788.5,0.537,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,7,29,2016,27.73,84.43,SS,Bulk,7655,14.5,0.19,0.01,-25.4,0.17,-405.2,20.3,3789.5,0.6,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,7,31,2016,27.73,84.43,SS,Bulk,6780,8.1,0.12,0.01,-25.7,0.17,-715.4,74.8,3790.5,0.287,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,8,2,2016,27.73,84.43,SS,Bulk,8160,24.5,0.3,0.01,-24.5,0.17,-662.9,58.5,3791.5,0.34,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,8,28,2016,27.73,84.43,SS,Bulk,1005,1.7,0.17,0.01,-24.5,0.17,-572.9,39.9,3792.5,0.431,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,8,30,2016,27.73,84.43,SS,Bulk,2325,4.2,0.18,0.01,-24.9,0.17,-387.5,18.8,3793.5,0.617,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,9,1,2016,27.73,84.43,SS,Bulk,4495,10.3,0.23,0.01,-25,0.17,-458.6,25.2,3794.5,0.546,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,9,3,2016,27.73,84.43,SS,Bulk,14600,45.3,0.31,0.01,-26.4,0.17,-226.9,8.7,3795.5,0.779,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,9,7,2016,27.73,84.43,SS,Bulk,5985,13.8,0.23,0.01,-25.3,0.17,-728.8,80,3796.5,0.273,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,9,9,2016,27.73,84.43,SS,Bulk,3480,5.6,0.16,0.01,-26.2,0.17,-475.3,27,3797.5,0.529,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,9,11,2016,27.73,84.43,SS,Bulk,5175,6.7,0.13,0.01,-26.2,0.17,-502.8,30.1,3798.5,0.501,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,9,13,2016,27.73,84.43,SS,Bulk,2490,3.5,0.14,0.01,-25.7,0.17,-543.2,35.4,3799.5,0.461,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,9,15,2016,27.73,84.43,SS,Bulk,2320,7.2,0.31,0.01,-25.4,0.17,-191.3,7,3800.5,0.815,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,9,17,2016,27.73,84.43,SS,Bulk,7525,7.5,0.1,0.01,-26.8,0.17,-571,39.6,3801.5,0.432,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,9,19,2016,27.73,84.43,SS,Bulk,2070,3.3,0.16,0.01,-26.8,0.17,-510.4,31,3802.5,0.494,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,9,21,2016,27.73,84.43,SS,Bulk,3545,7.8,0.22,0.01,-25.4,0.17,-311.2,13.4,3803.5,0.694,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,9,23,2016,27.73,84.43,SS,Bulk,1655,4.5,0.27,0.01,-25.7,0.17,-325.4,14.4,3804.5,0.68,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,9,25,2016,27.73,84.43,SS,Bulk,1150,2.1,0.18,0.01,-25.8,0.17,-527.6,33.2,3805.5,0.476,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,9,27,2016,27.73,84.43,SS,Bulk,2130,3.6,0.17,0.01,-25.4,0.17,-437.4,23.1,3806.5,0.567,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,9,29,2016,27.73,84.43,SS,Bulk,815,1.5,0.19,0.01,-25.8,0.17,-534.4,34.2,3807.5,0.469,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,6,7,2017,27.73,84.43,SS,Bulk,301.9,1.9,0.62,0.01,-25,0.17,-383.3,18.5,3808.5,0.622,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,6,10,2017,27.73,84.43,SS,Bulk,623.6,3.6,0.57,0.01,-22.4,0.17,-238.1,9.3,3809.5,0.768,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,6,13,2017,27.73,84.43,SS,Bulk,343.4,1.4,0.42,0.01,-22.9,0.17,-501.3,29.9,3810.5,0.503,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,6,16,2017,27.73,84.43,SS,Bulk,1137.8,6.5,0.57,0.01,-23.5,0.17,-323.3,14.2,3811.5,0.682,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,6,19,2017,27.73,84.43,SS,Bulk,577.5,2.6,0.45,0.01,-23.3,0.17,-391,19.1,3812.5,0.614,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,6,22,2017,27.73,84.43,SS,Bulk,1432.9,13.7,0.96,0.01,-24.4,0.17,-94.9,3.1,3813.5,0.912,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,6,28,2017,27.73,84.43,SS,Bulk,4352.1,22.2,0.51,0.01,-23.3,0.17,-161.4,5.7,3814.5,0.845,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,7,1,2017,27.73,84.43,SS,Bulk,4118.9,8.6,0.21,0.01,-23.5,0.17,-399.5,19.8,3815.5,0.605,,,,Märki et al. (2021)
Ganges,Narayani,Nepal,Asia,Narayani,7,4,2017,27.73,84.43,SS,Bulk,9030,13.2,0.15,0.01,-26.6,0.17,-655.1,56.5,3816.5,0.348,,,,Märki et al. (2021)
