bas_id,riv_id,country,cont,code,time_m,time_d,time_y,lat,lon,type_spm,fra_spm,conc_spm,conc_poc,perc_poc,perc_poc_1sd,d13C_poc,d13C_1sd,D14C_poc,D14C_1sd,age_14C,F14C,perc_tn,cn_ratio,alsi_ratio,ref
Athi-Galana-Sabaki,Athi-Galana-Sabaki ,Kenya,Africa,S4 Athi,8,30,2011,-1.61,37.79,SS,Bulk,24.6,3.3,13.28,,-25,,-28.9,< 7,175.9,0.978,,,,Marwick et al. (2015)
Athi-Galana-Sabaki,Athi-Galana-Sabaki ,Kenya,Africa,S12 Tsavo,9,4,2011,-2.99,38.46,SS,Bulk,102.3,3,2.9,,-21.8,,-52.8,< 7 ,376.5,0.954,,,,Marwick et al. (2015)
Athi-Galana-Sabaki,Athi-Galana-Sabaki ,Kenya,Africa,S13 Athi,9,5,2011,-2.94,38.49,SS,Bulk,67.3,20.3,30.16,,-17,,24.3,< 7 ,modern,1.032,,,,Marwick et al. (2015)
Athi-Galana-Sabaki,Athi-Galana-Sabaki ,Kenya,Africa,S19 Galana,9,8,2011,-3.14,39.85,SS,Bulk,168.5,27.5,16.33,,-21.4,,-94.2,< 7 ,735,0.913,,,,Marwick et al. (2015)
Athi-Galana-Sabaki,Athi-Galana-Sabaki ,Kenya,Africa,S1 Athi,11,1,2011,-1.08,37.25,SS,Bulk,92,8.5,9.22,,-22.9,,-90.4,< 7 ,701.6,0.916,,,,Marwick et al. (2015)
Athi-Galana-Sabaki,Athi-Galana-Sabaki ,Kenya,Africa,S13 Athi,11,17,2011,-2.94,38.49,SS,Bulk,3040,63.3,2.08,,-20.1,,-27.2,< 7 ,161.9,0.98,,,,Marwick et al. (2015)
Athi-Galana-Sabaki,Athi-Galana-Sabaki ,Kenya,Africa,S19 Galana,11,10,2011,-3.14,39.85,SS,Bulk,2826.9,78.3,2.77,,-19.2,,-58,< 7 ,420.7,0.949,,,,Marwick et al. (2015)
Athi-Galana-Sabaki,Athi-Galana-Sabaki ,Kenya,Africa,S1 Athi,4,25,2012,-1.61,37.79,SS,Bulk,4275.6,125.8,2.94,,-19.2,,4,< 7 ,modern,1.012,,,,Marwick et al. (2015)
Athi-Galana-Sabaki,Athi-Galana-Sabaki ,Kenya,Africa,S4 Athi,4,27,2012,-2.99,38.46,SS,Bulk,2452.5,62.3,2.54,,-19.3,,-51.2,< 7 ,361.9,0.956,,,,Marwick et al. (2015)
Athi-Galana-Sabaki,Athi-Galana-Sabaki ,Kenya,Africa,S12 Tsavo,4,28,2012,-2.99,38.46,SS,Bulk,4789.7,59.8,1.25,,-18.2,,-176.8,< 7 ,1502.5,0.829,,,,Marwick et al. (2015)
Athi-Galana-Sabaki,Athi-Galana-Sabaki ,Kenya,Africa,S13 Athi,4,19,2012,-2.94,38.49,SS,Bulk,3624,56.1,1.55,,-20.3,,-4.5,< 7 ,modern,1.003,,,,Marwick et al. (2015)
Betsiboka,Betsiboka ,Madagascar,Africa,B30 Betsiboka,8,14,2010,-16.94,46.95,SS,Bulk,81,0.9,1.15,,-21.8,,-409.7,< 7 ,4176.1,0.595,,,,Marwick et al. (2015)
Betsiboka,Betsiboka ,Madagascar,Africa,B31 Betsiboka,8,17,2010,-16.23,46.55,SS,Bulk,51.6,2.2,4.35,,-23.7,,-63.5,< 7 ,468.3,0.943,,,,Marwick et al. (2015)
Betsiboka,Betsiboka ,Madagascar,Africa,B41  Betsiboka,8,27,2010,-17.69,47.4,SS,Bulk,127.6,1.2,0.91,,-23.6,,-25.2,< 7 ,146.9,0.982,,,,Marwick et al. (2015)
Betsiboka,Betsiboka ,Madagascar,Africa,B36 Mamokomita,8,21,2010,-17.68,46.99,SS,Bulk,9.5,0.4,4.61,,-22.8,,-16.4,< 7 ,74.2,0.991,,,,Marwick et al. (2015)
Betsiboka,Betsiboka ,Madagascar,Africa,B39 Mahajamba,1,31,2012,-17.65,47.69,SS,Bulk,190.4,2.6,1.34,,-22.3,,-96.5,< 7 ,754.9,0.91,,,,Marwick et al. (2015)
Betsiboka,Betsiboka ,Madagascar,Africa,B42 Mavoloa,2,1,2012,-17.69,47.3,SS,Bulk,20.6,0.9,4.28,,-26.3,,-0.8,< 7 ,modern,1.007,,,,Marwick et al. (2015)
Betsiboka,Betsiboka ,Madagascar,Africa,B26 Ikopa,2,22,2012,-17.02,46.76,SS,Bulk,950,13,1.36,,-19.7,,-20,< 7 ,101.9,0.987,,,,Marwick et al. (2015)
Betsiboka,Betsiboka ,Madagascar,Africa,B12 Manjaka,2,3,2012,-18.7,47.49,SS,Bulk,24.4,1.1,4.3,,-22.4,,-62.4,< 7 ,457,0.945,,,,Marwick et al. (2015)
Betsiboka,Betsiboka ,Madagascar,Africa,B15 Ikopa,2,15,2012,-18.68,47.04,SS,Bulk,546,9.8,1.8,,-18.1,,-115.1,< 7 ,921.7,0.892,,,,Marwick et al. (2015)
Betsiboka,Betsiboka ,Madagascar,Africa,B17 Androba,2,17,2012,-18.2,47.04,SS,Bulk,191.5,3.3,1.74,,-20.6,,-42.4,< 7 ,287.9,0.965,,,,Marwick et al. (2015)
Betsiboka,Betsiboka ,Madagascar,Africa,B20 Maintsotady,2,16,2012,-18.3,47.32,SS,Bulk,137.8,2.7,1.97,,-22.4,,-77.4,< 7 ,587.3,0.93,,,,Marwick et al. (2015)
Betsiboka,Betsiboka ,Madagascar,Africa,B30 Betsiboka,2,23,2012,-16.23,46.55,SS,Bulk,3589.5,27.4,0.76,,-20.4,,11.8,< 7 ,modern,1.019,,,,Marwick et al. (2015)
Betsiboka,Betsiboka ,Madagascar,Africa,B32 Betsiboka,2,25,2012,-16.46,47.17,SS,Bulk,1107.3,11.2,1.01,,-20,,-30.8,< 7 ,191,0.977,,,,Marwick et al. (2015)
Betsiboka,Betsiboka ,Madagascar,Africa,B36 Mamokomita,2,20,2012,-17.68,46.99,SS,Bulk,104.8,2,1.87,,-20.6,,-62,< 7 ,453.6,0.945,,,,Marwick et al. (2015)
Betsiboka,Betsiboka ,Madagascar,Africa,B35 Kamolampy,2,21,2012,-17.51,46.98,SS,Bulk,524.4,8.1,1.54,,-19.7,,-16.1,< 7 ,69.8,0.991,,,,Marwick et al. (2015)
Betsiboka,Betsiboka ,Madagascar,Africa,B37 Manankazo,2,20,2012,-17.98,47.03,SS,Bulk,69.7,1.6,2.32,,-20.8,,-88.9,< 7 ,687.8,0.918,,,,Marwick et al. (2015)
Betsiboka,Betsiboka ,Madagascar,Africa,B45 Mahajamba,2,24,2012,-16.25,47.92,SS,Bulk,2295.3,16.9,0.74,,-20,,-91.8,< 7 ,712.9,0.915,,,,Marwick et al. (2015)
Congo,Congo ,DR Congo,Africa,28 Aruwimi,5,23,2010,1.23,23.62,SS,Bulk,60.7,3.7,6.14,,-27.7,,47.2,< 7 ,modern,1.055,,,,Marwick et al. (2015)
Congo,Congo ,DR Congo,Africa,48 Luge,6,4,2010,0.64,24.18,SS,Bulk,7.2,1.9,26.41,,-29.6,,91.6,< 7 ,modern,1.1,,,,Marwick et al. (2015)
Congo,Congo ,DR Congo,Africa,11 Congo,5,9,2010,1.1,23.87,SS,Bulk,32.4,2.9,9.04,,-28.1,,68.8,< 7 ,modern,1.077,,,,Marwick et al. (2015)
Congo,Congo ,DR Congo,Africa,37 Lomani,5,29,2010,0.63,24.26,SS,Bulk,16.7,1.9,11.38,,-28.7,,68.7,< 7 ,modern,1.077,,,,Marwick et al. (2015)
Congo,Congo ,DR Congo,Africa,18 Congo,5,13,2010,2.09,22.65,SS,Bulk,33.2,3.1,9.46,,-28.4,,92.8,< 7 ,modern,1.101,,,,Marwick et al. (2015)
Congo,Congo ,DR Congo,Africa,53 Congo,6,6,2010,0.51,25.19,SS,Bulk,33.8,2.4,6.95,,-27.2,,47.4,< 7 ,modern,1.055,,,,Marwick et al. (2015)
Congo,Congo ,DR Congo,Africa,Maluku,,,2008,-4.05,15.31,SS,<63μm,15.2,1.1,7.43,0.8,-28.3,< 0.3,-69.7,,580,0.937,0.7,10.6,,Spencer et al. (2012)
Congo,Congo ,DR Congo,Africa,Kinshasa,,,2008,-4.18,15.21,SS,<63μm,16.4,1.2,7.01,0.8,-28.8,< 0.3,-69.2,,576,0.937,0.7,10,,Spencer et al. (2012)
Congo,Congo ,DR Congo,Africa,Ile de Mateba,,,2008,-5.57,12.49,SS,<63μm,15.6,1.4,8.78,0.8,-27.6,< 0.3,-69,,575,0.938,0.9,9.8,,Spencer et al. (2012)
Congo,Congo ,DR Congo,Africa,Kimuabi,,,2008,-6.03,12.31,SS,<63μm,16.8,1.4,8.57,0.8,-28.2,< 0.3,-39,,320,0.968,0.8,10.7,,Spencer et al. (2012)
Congo,Congo ,DR Congo,Africa,Luilu,,,2008,-7.04,23.35,SS,<63μm,12,1.2,10.25,0.8,-27.9,< 0.3,-63.9,,530,0.943,0.8,12.8,,Spencer et al. (2012)
Congo,Congo ,DR Congo,Africa,Maluku,,,2008,-4.05,15.31,SS,>63μm,16.4,0.2,5.7,1.6,-26.9,< 0.1,60.6,,modern,1.068,0.4,14.3,,Spencer et al. (2012)
Congo,Congo ,DR Congo,Africa,Kinshasa,,,2008,-4.18,15.21,SS,>63μm,15.6,0.2,6,1.6,-27.2,< 0.1,42.6,,modern,1.05,0.4,15,,Spencer et al. (2012)
Congo,Congo ,DR Congo,Africa,Kimuabi,,,2008,-6.03,12.31,SS,>63μm,16.8,0.3,11.8,1.6,-26.6,< 0.1,23.9,,modern,1.031,0.7,16.9,,Spencer et al. (2012)
Congo,Congo ,DR Congo,Africa,Brazzaville,,,2011 - 2013,-6.05,12.57,SS,Bulk,,,,,-26.4,,-100.8,,794,0.906,,,,Eglinton et al. (2021)
Congo,Congo ,DR Congo,Africa,Luilu,,,2008,-7.04,23.35,SS,>63μm,12,0.1,6.7,1.6,-28.7,< 0.1,95.7,,modern,1.103,0.3,22.3,,Spencer et al. (2012)
Congo,Congo ,DR Congo,Africa,,11,28,2010,4.35,18.58,SS,Bulk,15.8,0.9,5.71,0.06,-27.6,0,-47.3,8.1,330.9,0.96,0.53,11.6,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,12,28,2010,4.35,18.58,SS,Bulk,16.5,1.2,7.28,0.15,-27.6,0,-201.4,6.8,1748.3,0.804,0.64,12.1,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,1,28,2011,4.35,18.58,SS,Bulk,20.7,1.3,6.27,0.08,-27.5,0.1,-50.7,8.5,358.7,0.956,0.61,10.9,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,2,28,2011,4.35,18.58,SS,Bulk,42.1,2.6,6.18,0.02,-25.4,0,-45.9,8.5,318.2,0.961,0.68,9.7,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,3,28,2011,4.35,18.58,SS,Bulk,14.7,1,6.82,0,-26.6,0,-208.8,7.7,1822.1,0.797,0.81,9.1,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,4,28,2011,4.35,18.58,SS,Bulk,20.6,1.6,7.75,0.04,-26.6,0,-309.3,7.1,2913.3,0.696,0.81,10.3,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,5,28,2011,4.35,18.58,SS,Bulk,42.7,2.2,5.15,0.02,-26.2,0,-93.3,8.6,727.5,0.913,0.63,8.7,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,6,28,2011,4.35,18.58,SS,Bulk,22.2,1.4,6.3,0.09,-26.8,0.1,-243.9,6.2,2186.6,0.762,0.68,10,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,7,28,2011,4.35,18.58,SS,Bulk,19,1.2,6.33,0.14,-26.8,0.1,-140.2,8.2,1154.2,0.866,0.71,9.6,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,8,28,2011,4.35,18.58,SS,Bulk,24.2,1.5,6.2,0.02,-25.4,0,-101.9,8.3,804.1,0.905,0.83,8.1,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,9,28,2011,4.35,18.58,SS,Bulk,21.4,1.6,7.49,0.04,-24.7,0,-141.9,8.5,1170.1,0.864,0.89,9,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,10,28,2011,4.35,18.58,SS,Bulk,28.8,2.2,7.63,0.05,-26.5,0,-209,7.8,1824.1,0.797,0.75,10.8,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,11,28,2011,4.35,18.58,SS,Bulk,19.6,1.2,6.12,0.08,-26.6,0,-71.2,8.5,534.1,0.936,0.6,10.9,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,12,28,2011,4.35,18.58,SS,Bulk,15.1,1,6.64,0.25,-27.1,0.1,-155.3,8.4,1296.5,0.851,0.64,11.2,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,1,28,2012,4.35,18.58,SS,Bulk,23.6,1.5,6.36,0.06,-27.5,0,-45.6,9.1,314.7,0.962,0.66,10.3,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,2,28,2012,4.35,18.58,SS,Bulk,17.6,1.2,6.82,0.14,-26.9,0.1,-57.3,8.9,413.8,0.95,0.78,9.4,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,3,28,2012,4.35,18.58,SS,Bulk,22.4,1,4.47,0.22,-26.1,0,-111.5,8.9,889.4,0.895,0.56,8.6,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,4,28,2012,4.35,18.58,SS,Bulk,17.4,0.9,5.18,0.17,-26.4,0,-90.7,8.7,703.5,0.916,0.66,8.4,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,5,28,2012,4.35,18.58,SS,Bulk,16.5,0.9,5.44,0.06,-26.6,0,-142.8,10.1,1177.5,0.864,0.63,9.2,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,6,28,2012,4.35,18.58,SS,Bulk,32.7,1.6,4.9,0.18,-27.2,0.1,-39.2,9.9,261,0.968,0.51,10.4,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,7,28,2012,4.35,18.58,SS,Bulk,16.3,0.9,5.51,0.14,-26.9,0.1,-110.3,8.4,878.6,0.896,0.64,9.2,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,8,28,2012,4.35,18.58,SS,Bulk,18.4,0.9,4.88,0.15,-26.7,0.1,-64.4,9.2,474.5,0.943,0.67,7.8,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,10,28,2012,4.35,18.58,SS,Bulk,16.3,1.2,7.35,0.07,-25.2,0.2,-41.8,8.9,282.8,0.965,0.88,8.9,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,11,28,2012,4.35,18.58,SS,Bulk,18,1.2,6.66,0.11,-26.9,0.2,-57.7,8.9,417.2,0.949,0.75,9.6,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,12,28,2012,4.35,18.58,SS,Bulk,14.7,1,6.8,0.24,-25.6,0.1,-47.7,7.8,332.4,0.959,0.75,9.8,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,1,28,2013,4.35,18.58,SS,Bulk,12.6,0.9,7.16,0.21,-26.3,0.2,-47.8,8.5,332.2,0.959,0.8,9.6,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,2,28,2013,4.35,18.58,SS,Bulk,17.3,1.2,6.93,0.09,-24.6,0.3,-32.9,9.5,207.5,0.974,0.79,9.4,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,3,28,2013,4.35,18.58,SS,Bulk,24.5,1.4,5.71,0.01,-26,0.1,-49.4,8.1,345.8,0.958,0.67,9.1,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,4,28,2013,4.35,18.58,SS,Bulk,21.8,1.3,5.96,0.07,-26.3,0.1,-67.3,8.6,498.5,0.94,0.69,9.3,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,5,28,2013,4.35,18.58,SS,Bulk,17.1,1.1,6.44,0.18,-26.7,0.2,-70.6,7.9,526.9,0.937,0.7,9.8,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,6,28,2013,4.35,18.58,SS,Bulk,33.7,1.1,3.26,0.03,-26.6,0.2,-39.1,9.3,259.2,0.968,0.21,9.7,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,7,28,2013,4.35,18.58,SS,Bulk,42.6,1.7,3.99,0.3,-26.5,0.1,-142.3,8.5,1171.9,0.864,0.5,8.6,,Hemingway (2017)
Congo,Congo ,DR Congo,Africa,,8,28,2013,4.35,18.58,SS,Bulk,9.6,0.6,6.27,0.06,-26.2,0,-125.2,8.9,1013.3,0.881,0.79,8.5,,Hemingway (2017)
Congo,Djoué ,DR Congo,Africa,,11,28,2010,-4.31,15.23,SS,Bulk,14.2,0.8,5.65,0.14,-27.2,0,,,,,,12.6,,Hemingway (2017)
Congo,Djoué ,DR Congo,Africa,,12,28,2010,-4.31,15.23,SS,Bulk,13.8,0.7,5.07,0.16,-27.6,0.1,,,,,,11.3,,Hemingway (2017)
Congo,Djoué ,DR Congo,Africa,,1,28,2011,-4.31,15.23,SS,Bulk,10.4,0.9,8.66,0.11,-27.2,0.2,,,,,,17,,Hemingway (2017)
Congo,Djoué ,DR Congo,Africa,,2,28,2011,-4.31,15.23,SS,Bulk,9.4,0.7,7.43,0.04,-27.9,0.2,,,,,,12.2,,Hemingway (2017)
Congo,Djoué ,DR Congo,Africa,,3,28,2011,-4.31,15.23,SS,Bulk,9.5,0.8,8.43,0.17,-28,0.1,,,,,,14.8,,Hemingway (2017)
Congo,Djoué ,DR Congo,Africa,,4,28,2011,-4.31,15.23,SS,Bulk,27.8,1.1,3.95,0.01,-26.5,0.1,,,,,,10.7,,Hemingway (2017)
Congo,Djoué ,DR Congo,Africa,,5,28,2011,-4.31,15.23,SS,Bulk,8.5,0.8,9.36,0.13,-27.6,0.2,,,,,,17.3,,Hemingway (2017)
Congo,Djoué ,DR Congo,Africa,,6,28,2011,-4.31,15.23,SS,Bulk,11.7,1.1,9.43,0.14,-27.5,0.1,,,,,,15.5,,Hemingway (2017)
Congo,Djoué ,DR Congo,Africa,,7,28,2011,-4.31,15.23,SS,Bulk,8.6,1,11.6,0.01,-27.5,0,,,,,,12.3,,Hemingway (2017)
Congo,Djoué ,DR Congo,Africa,,8,28,2011,-4.31,15.23,SS,Bulk,5.9,0.6,10.15,0.04,-28.1,0.1,,,,,,12.1,,Hemingway (2017)
Congo,Djoué ,DR Congo,Africa,,9,28,2011,-4.31,15.23,SS,Bulk,7.9,1,12.7,0.48,-27.7,0.1,,,,,,15.5,,Hemingway (2017)
Congo,Djoué ,DR Congo,Africa,,11,28,2011,-4.31,15.23,SS,Bulk,7.9,0.9,11.42,0.06,-26.9,0.1,,,,,,13.3,,Hemingway (2017)
Congo,Djoué ,DR Congo,Africa,,12,28,2011,-4.31,15.23,SS,Bulk,17.3,1.1,6.37,0.09,-27.3,0.1,,,,,,11.6,,Hemingway (2017)
Congo,Oubangui ,DR Congo,Africa,,4,14,2011,4.35,18.57,SS,Bulk,2.4,0.5,19.3,,-29.2,< 0.2,,,,,2.51,7.7,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,,4,28,2011,4.35,18.57,SS,Bulk,3,0.5,18.5,,-28.8,< 0.2,,,,,2.34,7.9,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,,5,14,2011,4.35,18.57,SS,Bulk,4.5,0.8,18,,-28.9,< 0.2,,,,,2.22,8.1,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,,5,28,2011,4.35,18.57,SS,Bulk,12.3,1.9,15.4,,-27.2,< 0.2,,,,,2.41,6.4,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,,6,16,2011,4.35,18.57,SS,Bulk,8,0.8,10.5,,-29.8,< 0.2,,,,,1.52,6.9,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,,6,28,2011,4.35,18.57,SS,Bulk,8.8,0.8,9.5,,-29.1,< 0.2,,,,,1.42,6.7,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,,7,13,2011,4.35,18.57,SS,Bulk,6.7,0.7,10.2,,-29.2,< 0.2,,,,,1.5,6.8,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,,7,30,2011,4.35,18.57,SS,Bulk,10.6,1,9.9,,-28.5,< 0.2,,,,,1.34,7.4,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,,8,13,2011,4.35,18.57,SS,Bulk,20.3,1.1,5.5,,-28.4,< 0.2,,,,,0.87,6.3,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,,8,30,2011,4.35,18.57,SS,Bulk,30.7,1.4,4.6,,-27,< 0.2,,,,,0.62,7.4,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,,9,10,2011,4.35,18.57,SS,Bulk,32.9,1.6,4.9,,-26.6,< 0.2,,,,,0.53,9.3,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,,9,25,2011,4.35,18.57,SS,Bulk,30.1,1.4,4.7,,-26.4,< 0.2,,,,,0.53,8.8,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,,10,15,2011,4.35,18.57,SS,Bulk,31.2,1.4,4.4,,-26.3,< 0.2,,,,,0.44,9.9,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,,10,29,2011,4.35,18.57,SS,Bulk,26.1,1.2,4.8,,-26.2,< 0.2,,,,,0.47,10.3,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,,11,12,2011,4.35,18.57,SS,Bulk,23.9,1.4,5.8,,-26.7,< 0.2,,,,,0.57,10.2,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,,11,26,2011,4.35,18.57,SS,Bulk,18.7,1.1,5.9,,-27.5,< 0.2,,,,,0.57,10.4,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,,12,10,2011,4.35,18.57,SS,Bulk,20.7,1.3,6.3,,-28,< 0.2,,,,,0.67,9.4,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,,12,24,2011,4.35,18.57,SS,Bulk,15.1,0.8,5.3,,-28.7,< 0.2,,,,,0.78,6.8,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,,1,14,2012,4.35,18.57,SS,Bulk,6.3,0.6,9.6,,-29.9,< 0.2,,,,,1.45,6.6,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,,1,28,2012,4.35,18.57,SS,Bulk,2.7,0.4,13.9,,-31.2,< 0.2,,,,,2.24,6.2,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,,2,11,2012,4.35,18.57,SS,Bulk,2.8,0.4,12.5,,-30.6,< 0.2,,,,,1.95,6.4,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,,2,24,2012,4.35,18.57,SS,Bulk,3.5,0.5,13.9,,-29.5,< 0.2,,,,,2.14,6.5,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,,3,10,2012,4.35,18.57,SS,Bulk,2.4,0.4,18.2,,-29.1,< 0.2,,,,,2.98,6.1,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,,3,31,2012,4.35,18.57,SS,Bulk,2.4,0.5,20.9,,-29.5,< 0.2,,,,,3.48,6,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,Mbali River,3,21,2010,4.91,18.01,SS,Bulk,2.7,0.3,12.3,,-29.4,< 0.2,,,,,1.52,8.1,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,Mbali River,3,21,2010,4.67,18.22,SS,Bulk,3.1,0.4,8.5,,-27.5,< 0.2,,,,,0.72,11.8,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,Mpoko River,3,21,2010,4.32,18.51,SS,Bulk,77,1.7,13.8,,-22.8,< 0.2,,,,,1.89,7.3,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,"Lobaye,ferry point",3,22,2010,4.05,17.34,SS,Bulk,15,1.1,9.7,,-28.1,< 0.2,,,,,0.94,10.3,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,"Lobaye,bridge",3,23,2010,4.17,17.22,SS,Bulk,17.2,1.4,8.5,,-27.8,< 0.2,,,,,0.72,11.8,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,Lobaye,3,21,2011,4.07,17.31,SS,Bulk,14.4,1.3,9.3,,-28.8,< 0.2,,,,,0.77,12.1,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,Lobaye,3,21,2011,4.11,17.29,SS,Bulk,12.6,1.2,9.2,,-29,< 0.2,,,,,0.79,11.7,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,"Lobaye,after confluence with Mbaere",3,22,2011,3.75,17.53,SS,Bulk,10.4,1,9.5,,-29.3,< 0.2,,,,,0.82,11.6,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,Lobaye,3,22,2011,3.8,17.5,SS,Bulk,16.4,1.4,8.7,,-29,< 0.2,,,,,0.83,10.5,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,Lobaye,3,22,2011,3.87,17.48,SS,Bulk,12.8,1.3,10.1,,-29,< 0.2,,,,,0.93,10.9,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,Lobaye,11,20,2012,4.07,17.31,SS,Bulk,8.8,1.1,12.1,,-29,< 0.2,,,,,0.86,14.1,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,Lobaye,11,21,2012,3.93,17.43,SS,Bulk,6.6,1,15.1,,-29.3,< 0.2,,,,,1.68,9,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,Lobaye,11,21,2012,3.87,17.46,SS,Bulk,6.9,1.1,16.2,,-28.8,< 0.2,,,,,3.45,4.7,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,Lobaye,11,22,2012,3.8,17.5,SS,Bulk,12.4,1,8.2,,-29.1,< 0.2,,,,,0.82,10,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,"Lobaye,dowstream of confluence with Mbaere",11,22,2012,3.76,17.53,SS,Bulk,5.2,0.6,12.4,,-29.4,< 0.2,,,,,1.18,10.5,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,"Mbaere,bridge",3,23,2010,3.94,17.03,SS,Bulk,5.5,0.6,8.6,,-29.3,< 0.2,,,,,0.74,11.6,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,Mbaere,3,20,2011,3.9,17.11,SS,Bulk,5.6,1.1,20.2,,-29.7,< 0.2,,,,,1.84,11,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,Mbaere,3,20,2011,3.9,17.16,SS,Bulk,8.6,1.5,17.4,,-30,< 0.2,,,,,1.37,12.7,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,Mbaere,3,23,2011,3.81,17.32,SS,Bulk,6.4,0.9,14.3,,-30.5,< 0.2,,,,,1.16,12.3,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,Mbaere,3,23,2011,3.84,17.26,SS,Bulk,6.6,1.4,20.5,,-30.2,< 0.2,,,,,1.5,13.7,,Bouillon et al. (2014)
Congo,Oubangui ,DR Congo,Africa,Mbaere,11,23,2012,3.9,17.16,SS,Bulk,1.2,0.4,36,,-29.8,< 0.2,,,,,2.43,14.8,,Bouillon et al. (2014)
